order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name
1882,2863,404,25-04-2023,237.46,Classic Dhaba South Indian
1883,903,100,06-06-2023,1231.41,Spice Delights Family Restaurant
1884,2815,69,18-05-2023,1484.31,Classic Tiffins Punjabi
1885,2770,154,08-07-2023,170.57,Spice Biryani Multicuisine
1886,63,397,05-04-2023,1368.68,Amma Foods Family Restaurant
1887,632,20,23-11-2023,279.69,Hotel Cafe Punjabi
1888,2259,193,18-11-2023,1370.69,Swagath Eatery Multicuisine
1889,1478,72,02-08-2023,1447.74,Sri Foods Chinese
1890,2693,137,19-04-2023,1024.81,Swagath Delights Andhra
1891,49,491,10-03-2023,1447.47,Classic Tiffins Chinese
1892,2,245,06-06-2023,141.17,Classic Biryani North Indian
1893,2701,115,22-09-2023,1028.62,Annapurna Eatery Non-Veg
1894,1456,326,31-10-2023,906.42,Classic Mess Punjabi
1895,1086,290,13-04-2023,389.08,Taste of Kitchen Chinese
1896,1887,484,18-08-2023,461.89,Taste of Biryani Punjabi
1897,139,271,01-11-2023,790.55,Hotel Curry House North Indian
1898,2765,245,07-01-2023,874.79,Classic Biryani North Indian
1899,845,147,20-07-2023,903.12,Amma Cafe South Indian
1900,1222,241,31-07-2023,1220.07,Hotel Biryani Andhra
1901,683,188,21-04-2023,1420.31,Swagath Mess Multicuisine
1902,1069,310,19-07-2023,789.81,Spice Cafe Pure Veg
1903,1376,386,24-06-2023,1016.52,Sai Cafe Andhra
1904,452,306,20-09-2023,224.51,Grand Dhaba Non-Veg
1905,2698,113,12-07-2023,1015.97,Darbar Biryani Pure Veg
1906,1358,183,04-06-2023,390.13,Taste of Biryani Non-Veg
1907,174,476,08-06-2023,663.05,Royal Curry House Multicuisine
1908,812,66,29-12-2023,135.01,Swagath Dhaba Punjabi
1909,5,149,13-06-2023,102.82,Amma Restaurant South Indian
1910,2638,451,19-05-2023,1058.86,Classic Curry House Andhra
1911,799,354,24-01-2023,1050.37,Darbar Kitchen Chinese
1912,2362,2,25-08-2023,657.49,Royal Delights South Indian
1913,2462,483,19-12-2023,1334.93,Darbar Restaurant Family Restaurant
1914,1522,17,02-12-2023,415.79,Udupi Delights Non-Veg
1915,1578,230,16-07-2023,1116.17,Sai Tiffins Andhra
1916,1732,242,29-09-2023,226.7,Classic Dhaba Punjabi
1917,648,63,25-09-2023,839.82,Ruchi Foods South Indian
1918,1588,314,06-02-2023,1166.9,New Eatery Punjabi
1919,2377,468,20-02-2023,912.88,New Restaurant North Indian
1920,2555,125,23-04-2023,360.97,Sai Foods Family Restaurant
1921,1839,261,22-11-2023,1178.53,Spice Mess Non-Veg
1922,804,53,20-06-2023,758.64,Swagath Delights Andhra
1923,2605,330,29-01-2023,264.98,Udupi Eatery Multicuisine
1924,2754,481,12-10-2023,585.82,Sai Restaurant Non-Veg
1925,2963,195,06-04-2023,1093.81,Taste of Delights Multicuisine
1926,2902,94,30-06-2023,647.64,Taste of Eatery Andhra
1927,2016,7,19-12-2023,1407.37,Ruchi Biryani Punjabi
1928,1618,491,05-05-2023,300.81,Classic Tiffins Chinese
1929,79,98,25-09-2023,1050.68,Ruchi Dhaba Non-Veg
1930,2325,213,15-04-2023,643.55,Amma Dhaba Punjabi
1931,2859,208,09-01-2023,497.2,New Curry House South Indian
1932,2354,200,12-08-2023,415.39,Annapurna Restaurant Pure Veg
1933,683,498,11-01-2023,796.24,Darbar Tiffins Non-Veg
1934,2586,444,18-02-2023,606.82,Classic Cafe Family Restaurant
1935,2922,267,06-07-2023,477.03,Darbar Cafe Punjabi
1936,1824,368,05-01-2023,815.44,Sri Dhaba Pure Veg
1937,2810,237,20-07-2023,738.25,Grand Restaurant South Indian
1938,1933,33,23-07-2023,209.34,Amma Foods Non-Veg
1939,287,1,25-06-2023,686.75,Royal Kitchen Family Restaurant
1940,863,239,08-09-2023,800.01,Sai Curry House North Indian
1941,1889,19,30-09-2023,1412.07,Classic Biryani Chinese
1942,962,368,03-02-2023,695.06,Sri Dhaba Pure Veg
1943,2631,318,07-01-2023,551.95,Hotel Tiffins Pure Veg
1944,2999,223,05-06-2023,643.89,Amma Eatery Punjabi
1945,1938,344,06-07-2023,1379.4,Annapurna Kitchen North Indian
1946,950,407,03-10-2023,1389.72,Grand Cafe Chinese
1947,383,157,09-09-2023,1190.42,Sai Restaurant Family Restaurant
1948,44,265,10-11-2023,833.13,Udupi Curry House Andhra
1949,626,2,10-09-2023,844.45,Royal Delights South Indian
1950,1470,203,08-05-2023,1138.54,New Kitchen Pure Veg
1951,2003,98,16-07-2023,242.59,Ruchi Dhaba Non-Veg
1952,1547,73,24-11-2023,581.2,Spice Mess Andhra
1953,1946,182,08-03-2023,633.27,Annapurna Restaurant Andhra
1954,2265,457,01-10-2023,193.27,Sai Delights Multicuisine
1955,890,114,31-08-2023,988.35,Ruchi Mess Andhra
1956,1894,264,18-12-2023,1052.69,Classic Curry House South Indian
1957,385,331,30-04-2023,1212.22,Spice Biryani Non-Veg
1958,2873,369,05-03-2023,227.08,Amma Foods Chinese
1959,1382,20,29-06-2023,641.79,Hotel Cafe Punjabi
1960,1982,236,11-01-2023,596.27,Hotel Eatery Non-Veg
1961,296,393,24-03-2023,189.36,Classic Dhaba Andhra
1962,2141,280,30-11-2023,338.8,Taste of Dhaba Andhra
1963,2870,411,22-04-2023,1233.85,Swagath Delights Family Restaurant
1964,2134,231,05-06-2023,431.4,New Dhaba Punjabi
1965,399,422,04-08-2023,576.32,Sai Curry House South Indian
1966,218,131,29-08-2023,1277.09,Hotel Restaurant Non-Veg
1967,2945,456,31-10-2023,999.81,Hotel Dhaba Chinese
1968,1508,251,28-02-2023,1415.74,Grand Curry House Andhra
1969,23,49,16-03-2023,473.7,Amma Curry House Punjabi
1970,2771,362,10-04-2023,328.65,Grand Mess Multicuisine
1971,2020,218,07-10-2023,292.66,Sai Foods Pure Veg
1972,2077,229,09-10-2023,855.46,Ruchi Mess Family Restaurant
1973,1943,51,14-12-2023,691.41,Sri Eatery South Indian
1974,1120,488,29-07-2023,1340.25,New Biryani North Indian
1975,1095,7,14-07-2023,451.63,Ruchi Biryani Punjabi
1976,982,118,11-10-2023,1385.79,Amma Mess Pure Veg
1977,2733,199,20-05-2023,311.65,Sri Eatery Chinese
1978,168,420,27-01-2023,338.55,Ruchi Tiffins Chinese
1979,1306,370,05-08-2023,297.2,Swagath Cafe Multicuisine
1980,2053,346,11-05-2023,1167.07,Amma Dhaba Non-Veg
1981,963,163,09-03-2023,763.7,Spice Delights Multicuisine
1982,949,140,01-10-2023,1385.44,Royal Tiffins Punjabi
1983,1180,287,23-07-2023,825.74,Amma Cafe South Indian
1984,1189,239,01-09-2023,1068.27,Sai Curry House North Indian
1985,1780,438,28-03-2023,611.02,Grand Biryani Pure Veg
1986,1467,483,14-09-2023,1033.47,Darbar Restaurant Family Restaurant
1987,2370,476,23-05-2023,1289.36,Royal Curry House Multicuisine
1988,2219,276,10-10-2023,925.67,Sri Kitchen Chinese
1989,2053,114,08-09-2023,958.56,Ruchi Mess Andhra
1990,748,155,23-03-2023,806.93,Udupi Biryani Family Restaurant
1991,179,234,07-09-2023,1350.7,Swagath Kitchen North Indian
1992,1779,409,23-12-2023,1033.82,Royal Kitchen Chinese
1993,1933,485,01-03-2023,143.42,Grand Dhaba Andhra
1994,452,242,19-09-2023,125.75,Classic Dhaba Punjabi
1995,843,358,06-06-2023,915.45,Udupi Cafe North Indian
1996,1377,6,23-12-2023,372.93,Ruchi Restaurant South Indian
1997,2576,63,08-10-2023,720.81,Ruchi Foods South Indian
1998,1614,132,25-08-2023,1344.18,Spice Tiffins Chinese
1999,1685,445,21-10-2023,861.65,Udupi Restaurant Pure Veg
2000,1397,285,19-11-2023,1265.48,Ruchi Eatery North Indian
2001,377,187,18-02-2023,362.91,Royal Kitchen North Indian
2002,2619,295,12-01-2023,138.49,Sai Cafe South Indian
2003,1966,223,13-12-2023,449.71,Amma Eatery Punjabi
2004,1268,183,13-04-2023,339.14,Taste of Biryani Non-Veg
2005,2723,426,09-09-2023,1161.36,Royal Foods Non-Veg
2006,1195,142,07-07-2023,1064.09,Ruchi Eatery Family Restaurant
2007,962,159,18-06-2023,347.31,Darbar Dhaba Punjabi
2008,1368,130,02-11-2023,1171.9,Royal Restaurant South Indian
2009,2851,450,13-09-2023,684.08,New Foods Chinese
2010,41,264,20-04-2023,599.41,Classic Curry House South Indian
2011,2491,166,13-09-2023,877.3,Classic Cafe Andhra
2012,2587,439,12-03-2023,943.21,Classic Cafe Family Restaurant
2013,569,275,11-12-2023,1129.19,Classic Eatery South Indian
2014,573,260,12-07-2023,1014.93,Udupi Restaurant Family Restaurant
2015,1995,154,14-07-2023,915,Spice Biryani Multicuisine
2016,2017,75,03-01-2023,112.31,New Cafe South Indian
2017,1294,94,01-09-2023,338.58,Taste of Eatery Andhra
2018,348,115,06-08-2023,1003.06,Annapurna Eatery Non-Veg
2019,1301,440,13-07-2023,1239.36,Annapurna Kitchen North Indian
2020,2369,69,07-08-2023,606.7,Classic Tiffins Punjabi
2021,569,339,19-06-2023,1346.57,Annapurna Eatery South Indian
2022,2506,110,28-12-2023,1203.44,Amma Kitchen South Indian
2023,1562,70,08-06-2023,1005.11,Swagath Delights Punjabi
2024,2555,285,05-02-2023,1181.81,Ruchi Eatery North Indian
2025,439,83,23-09-2023,312.74,Darbar Mess Pure Veg
2026,1065,146,03-05-2023,1278.03,Swagath Curry House Punjabi
2027,824,233,27-10-2023,1086.28,Grand Cafe Family Restaurant
2028,726,439,28-06-2023,805.57,Classic Cafe Family Restaurant
2029,2654,374,09-01-2023,1423.18,Annapurna Curry House Multicuisine
2030,777,268,15-03-2023,1401.77,Annapurna Biryani Multicuisine
2031,2449,130,26-05-2023,431.85,Royal Restaurant South Indian
2032,69,479,22-09-2023,486.12,Grand Mess Andhra
2033,1889,315,10-01-2023,398.02,Swagath Curry House Chinese
2034,426,215,09-02-2023,440.33,Spice Biryani Punjabi
2035,350,409,01-05-2023,569.77,Royal Kitchen Chinese
2036,2401,5,12-12-2023,1306.09,Udupi Foods South Indian
2037,136,94,27-06-2023,204.56,Taste of Eatery Andhra
2038,2089,269,22-02-2023,162.47,Udupi Mess Pure Veg
2039,525,340,07-05-2023,765.49,Ruchi Tiffins Punjabi
2040,2899,93,24-04-2023,1353.86,Swagath Cafe Multicuisine
2041,1928,97,17-06-2023,1294.16,Annapurna Delights Andhra
2042,1948,402,11-03-2023,443.07,Sai Restaurant Andhra
2043,2022,378,27-08-2023,1182.56,New Mess North Indian
2044,1531,456,03-01-2023,1362.94,Hotel Dhaba Chinese
2045,954,407,01-07-2023,564.22,Grand Cafe Chinese
2046,1725,41,23-06-2023,1421.52,Classic Delights Pure Veg
2047,1185,293,18-12-2023,732.97,Royal Eatery South Indian
2048,2772,156,13-08-2023,685.5,Sri Tiffins North Indian
2049,2404,386,05-05-2023,627.06,Sai Cafe Andhra
2050,2195,32,28-01-2023,348.85,Udupi Eatery North Indian
2051,2971,287,23-06-2023,959.46,Amma Cafe South Indian
2052,1214,147,25-09-2023,456.55,Amma Cafe South Indian
2053,1805,238,05-02-2023,1055.77,New Foods South Indian
2054,82,117,08-05-2023,561.86,Darbar Eatery North Indian
2055,1486,135,29-04-2023,1131.96,Amma Eatery Non-Veg
2056,2133,397,17-08-2023,260.67,Amma Foods Family Restaurant
2057,1222,444,13-06-2023,378.19,Classic Cafe Family Restaurant
2058,2659,165,06-07-2023,1300.93,Udupi Kitchen Chinese
2059,2519,15,23-08-2023,666.33,Classic Cafe Multicuisine
2060,1487,289,25-02-2023,1047.12,Sri Biryani Punjabi
2061,1762,467,23-05-2023,1264.39,Sai Biryani South Indian
2062,2676,43,05-09-2023,1223.64,Sai Cafe North Indian
2063,2779,252,09-05-2023,658.75,New Eatery South Indian
2064,1764,361,18-11-2023,228.1,Royal Dhaba Punjabi
2065,2559,232,23-03-2023,520.63,New Dhaba Family Restaurant
2066,1487,89,05-10-2023,1200.63,Amma Eatery Punjabi
2067,2412,305,06-04-2023,448.36,Udupi Delights Multicuisine
2068,1724,368,20-01-2023,1371.2,Sri Dhaba Pure Veg
2069,1458,47,30-04-2023,1064.58,Ruchi Cafe Punjabi
2070,1401,96,08-05-2023,226.33,Annapurna Biryani Non-Veg
2071,2988,272,18-04-2023,971.51,New Dhaba Pure Veg
2072,1522,399,29-08-2023,1003.01,Swagath Cafe Multicuisine
2073,2102,132,03-02-2023,166.8,Spice Tiffins Chinese
2074,330,392,27-08-2023,554.41,Classic Tiffins Chinese
2075,1253,202,26-05-2023,1447.42,Swagath Foods Chinese
2076,2397,61,24-03-2023,414.67,Hotel Curry House North Indian
2077,1340,328,17-03-2023,720.48,Ruchi Curry House Andhra
2078,1066,225,01-03-2023,1445.62,Darbar Tiffins Chinese
2079,2564,431,29-04-2023,401.95,Udupi Tiffins Punjabi
2080,181,47,08-05-2023,718.4,Ruchi Cafe Punjabi
2081,1587,442,27-02-2023,836.59,Sai Eatery Andhra
2082,2554,157,29-12-2023,931.66,Sai Restaurant Family Restaurant
2083,2317,218,27-07-2023,305.15,Sai Foods Pure Veg
2084,584,394,08-05-2023,156.16,Grand Tiffins South Indian
2085,2491,115,17-10-2023,1078.97,Annapurna Eatery Non-Veg
2086,141,342,02-05-2023,753.89,Ruchi Cafe Chinese
2087,285,212,26-06-2023,320.77,Sai Delights North Indian
2088,2250,172,24-08-2023,374.22,Darbar Eatery Family Restaurant
2089,2600,497,01-02-2023,1361.6,Hotel Delights South Indian
2090,1248,282,07-04-2023,207.49,Hotel Curry House Chinese
2091,1850,384,14-09-2023,1325.7,Annapurna Biryani Andhra
2092,1315,42,09-08-2023,847.03,Udupi Mess North Indian
2093,2107,340,25-11-2023,515.61,Ruchi Tiffins Punjabi
2094,1096,144,16-07-2023,988.83,Darbar Biryani Andhra
2095,2793,437,05-07-2023,1288.6,Swagath Tiffins Chinese
2096,2041,314,30-11-2023,277.75,New Eatery Punjabi
2097,438,360,09-10-2023,388.57,Taste of Restaurant Family Restaurant
2098,404,160,14-02-2023,1370.08,Hotel Tiffins Pure Veg
2099,58,219,24-03-2023,295.3,Taste of Cafe Andhra
2100,733,394,16-01-2023,642.29,Grand Tiffins South Indian
2101,1464,13,24-03-2023,145.35,Taste of Mess Punjabi
2102,1376,90,18-03-2023,1436.13,Classic Biryani Pure Veg
2103,152,309,17-11-2023,1393.87,Ruchi Curry House Multicuisine
2104,2536,476,18-09-2023,1455.48,Royal Curry House Multicuisine
2105,2418,472,25-12-2023,1420.8,Darbar Delights Family Restaurant
2106,141,340,10-12-2023,1169.33,Ruchi Tiffins Punjabi
2107,1897,206,11-11-2023,526.52,Swagath Biryani Non-Veg
2108,1026,159,30-12-2023,976.27,Darbar Dhaba Punjabi
2109,1822,95,16-04-2023,555.78,Classic Biryani North Indian
2110,2511,194,07-04-2023,1219.86,New Dhaba Family Restaurant
2111,1195,196,23-12-2023,549.73,Hotel Curry House Chinese
2112,2980,26,24-05-2023,614.52,Spice Eatery Family Restaurant
2113,2509,399,19-10-2023,1114.37,Swagath Cafe Multicuisine
2114,1486,47,08-07-2023,366.03,Ruchi Cafe Punjabi
2115,2148,324,04-02-2023,1084.06,Grand Delights Multicuisine
2116,2595,296,29-06-2023,143.95,Grand Restaurant Multicuisine
2117,2587,46,17-07-2023,1491.9,Udupi Delights Family Restaurant
2118,2376,183,28-12-2023,1199.49,Taste of Biryani Non-Veg
2119,1591,369,15-07-2023,316.57,Amma Foods Chinese
2120,1156,12,23-05-2023,1489.84,Royal Foods Multicuisine
2121,1976,237,15-04-2023,1282.69,Grand Restaurant South Indian
2122,651,203,29-10-2023,1031.65,New Kitchen Pure Veg
2123,866,364,02-12-2023,778.01,Sri Foods Non-Veg
2124,2052,128,29-10-2023,1421.42,Swagath Kitchen South Indian
2125,1767,71,27-02-2023,259.23,New Dhaba Non-Veg
2126,2125,432,04-09-2023,417.8,Hotel Eatery Pure Veg
2127,2369,25,22-07-2023,1278.11,Swagath Cafe Punjabi
2128,601,31,13-04-2023,361.31,Udupi Delights North Indian
2129,1988,277,18-12-2023,1367.12,Swagath Restaurant North Indian
2130,1898,440,29-03-2023,1287.95,Annapurna Kitchen North Indian
2131,843,308,29-08-2023,361.14,Annapurna Biryani Family Restaurant
2132,1052,103,08-05-2023,353.62,Darbar Restaurant North Indian
2133,2492,113,12-03-2023,597.39,Darbar Biryani Pure Veg
2134,727,139,12-01-2023,945.16,Ruchi Cafe South Indian
2135,297,455,02-09-2023,811.08,Ruchi Dhaba Pure Veg
2136,1499,337,10-03-2023,198.75,Annapurna Tiffins Chinese
2137,2418,37,27-05-2023,1223.88,Swagath Dhaba Andhra
2138,2225,334,02-07-2023,1467.14,Darbar Tiffins Family Restaurant
2139,193,159,30-07-2023,252.94,Darbar Dhaba Punjabi
2140,2973,173,21-08-2023,228.14,Darbar Delights South Indian
2141,942,142,19-03-2023,778.27,Ruchi Eatery Family Restaurant
2142,348,161,21-03-2023,974.11,Annapurna Biryani South Indian
2143,988,408,30-06-2023,1236.14,Darbar Eatery Family Restaurant
2144,1008,26,19-02-2023,335.39,Spice Eatery Family Restaurant
2145,995,413,19-10-2023,125.38,Sai Curry House Punjabi
2146,306,400,24-01-2023,1421.23,Ruchi Tiffins Non-Veg
2147,1457,428,18-08-2023,1294.18,Annapurna Foods Punjabi
2148,2667,372,03-09-2023,1263.01,Annapurna Foods North Indian
2149,2435,53,09-09-2023,914.21,Swagath Delights Andhra
2150,1670,319,16-04-2023,792.03,Darbar Eatery Family Restaurant
2151,2938,261,07-08-2023,735.22,Spice Mess Non-Veg
2152,1000,329,25-06-2023,220.67,Spice Tiffins Pure Veg
2153,581,154,17-06-2023,608.04,Spice Biryani Multicuisine
2154,664,188,27-07-2023,1251.27,Swagath Mess Multicuisine
2155,2409,5,06-01-2023,722.33,Udupi Foods South Indian
2156,2393,474,11-08-2023,655.9,Annapurna Tiffins Pure Veg
2157,1119,268,30-10-2023,706.93,Annapurna Biryani Multicuisine
2158,148,327,09-01-2023,878.61,Royal Tiffins Chinese
2159,398,71,16-07-2023,128.12,New Dhaba Non-Veg
2160,773,381,30-05-2023,1183.24,New Delights North Indian
2161,148,6,25-05-2023,138.49,Ruchi Restaurant South Indian
2162,766,187,25-12-2023,295.46,Royal Kitchen North Indian
2163,1656,173,07-04-2023,883.37,Darbar Delights South Indian
2164,640,395,27-05-2023,774.15,Royal Restaurant Punjabi
2165,44,259,17-04-2023,846.97,Amma Curry House Family Restaurant
2166,327,15,02-12-2023,266.49,Classic Cafe Multicuisine
2167,2707,383,18-05-2023,804.05,Amma Biryani North Indian
2168,2461,181,14-12-2023,213.72,Classic Foods Pure Veg
2169,1937,220,06-11-2023,169.41,Spice Kitchen North Indian
2170,2797,142,02-04-2023,130.68,Ruchi Eatery Family Restaurant
2171,2665,153,19-07-2023,1205.73,Annapurna Mess Andhra
2172,1201,319,21-03-2023,429.53,Darbar Eatery Family Restaurant
2173,2377,335,10-05-2023,1231.44,New Biryani Family Restaurant
2174,2320,215,05-12-2023,1342.67,Spice Biryani Punjabi
2175,2954,105,12-12-2023,1207.09,Amma Curry House South Indian
2176,1418,214,07-11-2023,1147.76,Amma Foods North Indian
2177,2814,456,05-09-2023,1358.63,Hotel Dhaba Chinese
2178,874,264,09-05-2023,413.08,Classic Curry House South Indian
2179,2961,225,23-06-2023,895.48,Darbar Tiffins Chinese
2180,1251,2,26-10-2023,1430.86,Royal Delights South Indian
2181,411,14,23-07-2023,949.94,Taste of Tiffins North Indian
2182,2125,264,17-12-2023,1429.29,Classic Curry House South Indian
2183,1224,413,23-07-2023,1494.58,Sai Curry House Punjabi
2184,1901,177,28-01-2023,1273.01,Udupi Restaurant South Indian
2185,2307,380,17-05-2023,1230.85,Classic Kitchen Family Restaurant
2186,1624,182,22-06-2023,1263.7,Annapurna Restaurant Andhra
2187,464,180,02-09-2023,431.37,Grand Restaurant Punjabi
2188,2741,252,03-05-2023,604.77,New Eatery South Indian
2189,2617,262,21-05-2023,1450.72,Hotel Cafe Punjabi
2190,1247,483,20-06-2023,549,Darbar Restaurant Family Restaurant
2191,2299,499,29-01-2023,632.03,Annapurna Tiffins South Indian
2192,2345,329,26-09-2023,323.92,Spice Tiffins Pure Veg
2193,921,278,04-06-2023,741.56,Swagath Mess Non-Veg
2194,2498,418,01-07-2023,1155.52,Annapurna Foods Multicuisine
2195,746,153,14-05-2023,674.17,Annapurna Mess Andhra
2196,1900,244,20-11-2023,921.41,Amma Tiffins South Indian
2197,389,132,26-09-2023,803.76,Spice Tiffins Chinese
2198,2758,163,09-05-2023,861.12,Spice Delights Multicuisine
2199,2033,29,25-05-2023,419.32,Spice Kitchen Pure Veg
2200,845,448,25-08-2023,1475.46,Amma Biryani Family Restaurant
2201,1288,482,30-12-2023,1142.93,Classic Tiffins Pure Veg
2202,2515,356,24-02-2023,1186.4,Hotel Foods Multicuisine
2203,2879,299,29-06-2023,253.62,Taste of Kitchen North Indian
2204,930,57,01-12-2023,1082.82,Spice Mess Punjabi
2205,2448,382,21-04-2023,1053.57,Annapurna Mess Andhra
2206,2057,219,08-10-2023,912.52,Taste of Cafe Andhra
2207,2052,141,07-04-2023,617.15,Amma Kitchen South Indian
2208,357,174,08-06-2023,720.23,Amma Biryani North Indian
2209,132,215,31-05-2023,613.7,Spice Biryani Punjabi
2210,2447,119,08-10-2023,172.81,Spice Restaurant Non-Veg
2211,560,313,09-09-2023,683.03,Spice Curry House South Indian
2212,1627,307,09-03-2023,316.51,Annapurna Curry House North Indian
2213,1618,366,07-09-2023,1313.75,Swagath Mess Chinese
2214,193,115,14-12-2023,589.02,Annapurna Eatery Non-Veg
2215,2432,395,07-07-2023,868.47,Royal Restaurant Punjabi
2216,2158,117,31-03-2023,929.37,Darbar Eatery North Indian
2217,2824,495,02-05-2023,1058.17,Ruchi Curry House North Indian
2218,614,160,10-11-2023,577.68,Hotel Tiffins Pure Veg
2219,2766,482,14-10-2023,534.58,Classic Tiffins Pure Veg
2220,2578,379,26-04-2023,1483.93,New Dhaba South Indian
2221,2787,354,03-05-2023,1281.3,Darbar Kitchen Chinese
2222,1546,270,11-02-2023,722.55,Taste of Biryani North Indian
2223,2915,198,04-02-2023,304.95,Annapurna Tiffins North Indian
2224,873,434,09-06-2023,756.49,Amma Kitchen Punjabi
2225,404,131,17-10-2023,502.01,Hotel Restaurant Non-Veg
2226,2321,221,12-11-2023,1117.82,New Mess Non-Veg
2227,1852,458,02-11-2023,202.34,Swagath Mess Pure Veg
2228,2917,500,31-01-2023,413.75,Grand Eatery Family Restaurant
2229,978,462,04-04-2023,924.52,Grand Curry House Family Restaurant
2230,943,450,13-12-2023,458.94,New Foods Chinese
2231,2036,217,09-01-2023,274.01,Royal Eatery Family Restaurant
2232,1098,314,04-08-2023,1270.74,New Eatery Punjabi
2233,1333,244,01-02-2023,307.22,Amma Tiffins South Indian
2234,2103,362,05-10-2023,715.39,Grand Mess Multicuisine
2235,1970,276,09-03-2023,1300.02,Sri Kitchen Chinese
2236,1203,412,01-05-2023,548.28,Darbar Cafe Pure Veg
2237,1696,240,15-04-2023,681.48,New Mess Andhra
2238,689,411,13-04-2023,784.67,Swagath Delights Family Restaurant
2239,893,333,16-11-2023,148.47,Amma Mess Multicuisine
2240,1090,443,10-04-2023,310.85,Darbar Foods Andhra
2241,1482,25,05-03-2023,595.62,Swagath Cafe Punjabi
2242,1449,220,28-03-2023,642.86,Spice Kitchen North Indian
2243,2037,435,15-10-2023,985.72,Classic Delights North Indian
2244,1653,56,04-10-2023,1192.13,Sri Delights Pure Veg
2245,1631,488,23-08-2023,1111.88,New Biryani North Indian
2246,2095,86,01-11-2023,1185.75,Sri Curry House Chinese
2247,347,336,07-07-2023,440.52,Sai Foods Andhra
2248,2096,47,14-10-2023,1426.38,Ruchi Cafe Punjabi
2249,2433,359,09-09-2023,257.6,Sri Foods South Indian
2250,278,226,13-12-2023,334.73,Darbar Curry House Andhra
2251,2459,224,15-10-2023,818.95,Darbar Kitchen Non-Veg
2252,607,496,06-11-2023,890.82,Swagath Eatery Multicuisine
2253,1521,1,15-09-2023,1311.97,Royal Kitchen Family Restaurant
2254,173,468,09-10-2023,1151.98,New Restaurant North Indian
2255,2674,92,24-10-2023,1261.17,Amma Delights Pure Veg
2256,1784,241,23-07-2023,310.44,Hotel Biryani Andhra
2257,2189,386,08-12-2023,1183.81,Sai Cafe Andhra
2258,761,28,01-04-2023,273.96,Swagath Delights Multicuisine
2259,105,301,03-05-2023,107.17,Classic Tiffins North Indian
2260,2998,409,30-05-2023,333.72,Royal Kitchen Chinese
2261,2780,487,07-03-2023,933.92,Amma Eatery Chinese
2262,271,284,18-11-2023,1199.64,Ruchi Foods Multicuisine
2263,2674,232,13-11-2023,554.12,New Dhaba Family Restaurant
2264,1520,341,07-07-2023,106.62,Amma Biryani Family Restaurant
2265,886,170,21-07-2023,512.78,Spice Tiffins Family Restaurant
2266,2843,465,13-05-2023,374.51,Sai Eatery North Indian
2267,65,140,10-05-2023,528.2,Royal Tiffins Punjabi
2268,2300,236,28-05-2023,1337.54,Hotel Eatery Non-Veg
2269,2454,341,02-01-2023,254.08,Amma Biryani Family Restaurant
2270,2270,95,01-01-2023,248.26,Classic Biryani North Indian
2271,1950,16,13-01-2023,1268.01,Sai Mess Andhra
2272,676,477,23-07-2023,562.56,Swagath Biryani North Indian
2273,754,214,21-05-2023,317.26,Amma Foods North Indian
2274,1382,153,28-08-2023,1297.53,Annapurna Mess Andhra
2275,1348,387,23-04-2023,1157.09,New Tiffins Andhra
2276,1711,137,09-10-2023,1350.24,Swagath Delights Andhra
2277,2814,27,28-02-2023,327.35,Darbar Dhaba Pure Veg
2278,134,313,03-08-2023,763.51,Spice Curry House South Indian
2279,1134,287,04-09-2023,1364.62,Amma Cafe South Indian
2280,116,37,04-08-2023,165.52,Swagath Dhaba Andhra
2281,284,377,20-07-2023,644.38,Amma Kitchen Pure Veg
2282,1731,198,19-05-2023,378.16,Annapurna Tiffins North Indian
2283,1307,54,10-09-2023,438.32,Ruchi Tiffins Multicuisine
2284,1513,69,26-05-2023,375.79,Classic Tiffins Punjabi
2285,1278,159,14-04-2023,1312.02,Darbar Dhaba Punjabi
2286,93,322,29-12-2023,1453.95,Sri Cafe Non-Veg
2287,143,195,22-04-2023,491.49,Taste of Delights Multicuisine
2288,2500,120,22-10-2023,1223.28,Classic Biryani Multicuisine
2289,849,384,13-02-2023,1345.77,Annapurna Biryani Andhra
2290,357,104,16-12-2023,909.89,Grand Dhaba South Indian
2291,1365,10,03-11-2023,748.39,Darbar Restaurant Andhra
2292,2884,460,15-02-2023,161.1,New Biryani Andhra
2293,242,78,10-10-2023,195.48,Sri Kitchen Chinese
2294,543,121,24-01-2023,433.21,Sri Delights Non-Veg
2295,1060,30,15-02-2023,1024.64,Spice Tiffins Non-Veg
2296,770,342,08-01-2023,838.67,Ruchi Cafe Chinese
2297,239,481,24-12-2023,354.66,Sai Restaurant Non-Veg
2298,2464,103,03-05-2023,1232.78,Darbar Restaurant North Indian
2299,1775,246,17-08-2023,918.83,Ruchi Tiffins Pure Veg
2300,1764,304,05-01-2023,726.88,Hotel Tiffins Andhra
2301,923,384,23-01-2023,1058.98,Annapurna Biryani Andhra
2302,653,415,23-01-2023,368.3,Ruchi Dhaba Pure Veg
2303,947,219,23-02-2023,1222.32,Taste of Cafe Andhra
2304,627,56,29-01-2023,1292.04,Sri Delights Pure Veg
2305,1103,121,05-08-2023,939.45,Sri Delights Non-Veg
2306,1887,261,30-07-2023,323.6,Spice Mess Non-Veg
2307,284,38,13-02-2023,985.09,Grand Tiffins Multicuisine
2308,1428,291,12-01-2023,640.87,Annapurna Foods Non-Veg
